"CaptureEscort_AmmoHeist_NEW.contractName";"Ammo Heist";"Ammo Heist";;;
"CaptureEscort_ManOfThePeople.objectiveList5.title";"Hidden Objective: Destroy hunter lance for mission complete.";"Hidden Objective: Destroy hunter lance for mission complete.";;;
"CaptureEscort_ManOfThePeople.objectiveList6.description";"The objective to escape with all the player units.";"The objective to escape with all the player units.";;;
"CaptureEscort_ManOfThePeople.objectiveList6.title";"Get to the Evac Zone";"Get to the Evac Zone";;;
"CaptureEscort_ManOfThePeople.objectiveList7.description";"USELESS OBJECTIVE";"USELESS OBJECTIVE";;;
"CaptureEscort_ManOfThePeople.objectiveList7.title";"Protect Convoy while Dropship Arrives";"Protect Convoy while Dropship Arrives";;;
"CaptureEscort_ManOfThePeople.objectiveList8.description";"USELESS OBJECTIVE";"USELESS OBJECTIVE";;;
"CaptureEscort_ManOfThePeople.objectiveList8.title";"Protect Convoy as they Embark on the Dropship";"Protect Convoy as they Embark on the Dropship";;;
"CaptureEscort_ManOfThePeople.shortDescription";"A {TEAM_EMP.FactionDef.Demonym} politician is looking for an armed escort to guide him safely to a diplomatic summit. We can assure you that any accusations of bribery and corruption are completely unfounded. His {TEAM_TAR.FactionDef.Demonym} enemies are simply stirring up the common people against him.";"A {TEAM_EMP.FactionDef.Demonym} politician is looking for an armed escort to guide him safely to a diplomatic summit. We can assure you that any accusations of bribery and corruption are completely unfounded. His {TEAM_TAR.FactionDef.Demonym} enemies are simply stirring up the common people against him.";;;
"CaptureEscort_PenitentJustice.contractName";"Penitent Justice";"Penitent Justice";;;
"CaptureEscort_PenitentJustice.dialogueList0.dialogueContent0.words";"We have friendly units under fire.";"We have friendly units under fire.";;;
"CaptureEscort_PenitentJustice.dialogueList0.dialogueContent1.words";"Move to their position and provide support.";"Move to their position and provide support.";;;
"CaptureEscort_PenitentJustice.dialogueList0.dialogueContent2.words";"Get them to safety, keep them intact, and get out of there when it's done.";"Get them to safety, keep them intact, and get out of there when it's done.";;;
"CaptureEscort_PenitentJustice.dialogueList1.dialogueContent0.words";"Excellent work, Commander. The {TEAM_EMP.FactionDef.Demonym} Convoy safely reached extraction, and I have Sumire moments away from your position for a pick up. Be ready.";"Excellent work, Commander. The {TEAM_EMP.FactionDef.Demonym} Convoy safely reached extraction, and I have Sumire moments away from your position for a pick up. Be ready.";;;
"CaptureEscort_PenitentJustice.dialogueList2.dialogueContent0.words";"Pack it in, Commander. Nothing left to do here.";"Pack it in, Commander. Nothing left to do here.";;;
"CaptureEscort_PenitentJustice.dialogueList3.dialogueContent0.words";"Commander. The enemy has deployed reinforcements and they are inbound. Expect increased resistance.";"Commander. The enemy has deployed reinforcements and they are inbound. Expect increased resistance.";;;
"CaptureEscort_PenitentJustice.dialogueList4.dialogueContent0.words";"More contacts on the sensors, Commander. Looks like they're sending in units to hunt and destroy the convoy.";"More contacts on the sensors, Commander. Looks like they're sending in units to hunt and destroy the convoy.";;;
"CaptureEscort_PenitentJustice.dialogueList5.dialogueContent0.words";"You've reached the extraction point for the objective vehicles. Hold there are keep them safe until we can get them out.";"You've reached the extraction point for the objective vehicles. Hold there are keep them safe until we can get them out.";;;
"CaptureEscort_PenitentJustice.dialogueList6.dialogueContent0.words";"I've heard from the {TEAM_EMP.FactionDef.Demonym} Convoy. Looks like you've secured the area, and they are making their way towards the extraction point now. Keep them alive!";"I've heard from the {TEAM_EMP.FactionDef.Demonym} Convoy. Looks like you've secured the area, and they are making their way towards the extraction point now. Keep them alive!";;;
"CaptureEscort_PenitentJustice.dialogueList6.dialogueContent1.words";"Keep in mind that the convoy will try to stay near you for protection. Continue advancing to get them to the extract point!";"Keep in mind that the convoy will try to stay near you for protection. Continue advancing to get them to the extract point!";;;
"CaptureEscort_PenitentJustice.dialogueList7.dialogueContent0.words";"And they are away! The convoy is safely out of the AO. Good work, Commander. Now get your remaining forces to the second evac zone for extraction there. ";"And they are away! The convoy is safely out of the AO. Good work, Commander. Now get your remaining forces to the second evac zone for extraction there. ";;;
"CaptureEscort_PenitentJustice.longDescription";"Commander, I've read a bit about this criminal and the things that she's accused of. I suspect {TEAM_TAR.FactionDef.ShortName} will do anything to eliminate her. If we take this job, we should expect trouble.";"Commander, I've read a bit about this criminal and the things that she's accused of. I suspect {TEAM_TAR.FactionDef.ShortName} will do anything to eliminate her. If we take this job, we should expect trouble.";;;
"CaptureEscort_PenitentJustice.objectiveList0.description";"The objective to destroy the force of enemies which will try and stop the player from reaching the rally point.";"The objective to destroy the force of enemies which will try and stop the player from reaching the rally point.";;;
"CaptureEscort_PenitentJustice.objectiveList0.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Blocking Force";"Destroy {TEAM_TAR.FactionDef.Demonym} Blocking Force";;;
"CaptureEscort_PenitentJustice.objectiveList1.description";"Secure the Convoy Rally Point";"Secure the Convoy Rally Point";;;
"CaptureEscort_PenitentJustice.objectiveList1.title";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";;;
"CaptureEscort_PenitentJustice.objectiveList2.description";"The objective to destroy enemy units which will attempt to block the convoy from reaching its destination.";"The objective to destroy enemy units which will attempt to block the convoy from reaching its destination.";;;
"CaptureEscort_PenitentJustice.objectiveList2.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";;;
"CaptureEscort_PenitentJustice.objectiveList3.description";"Escort Friendly units to their Destination";"Escort Friendly units to their Destination";;;
"CaptureEscort_PenitentJustice.objectiveList3.title";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";;;
"CaptureEscort_PenitentJustice.objectiveList4.description";"Protect the all units in Convoy during Extraction, suffering no losses.";"Protect the all units in Convoy during Extraction, suffering no losses.";;;
"CaptureEscort_PenitentJustice.objectiveList4.title";"Ensure All Convoy Units Survive";"Ensure All Convoy Units Survive";;;
"CaptureEscort_PenitentJustice.objectiveList5.description";"Hidden Objective: Destroy hunter lance for mission complete.";"Hidden Objective: Destroy hunter lance for mission complete.";;;
"CaptureEscort_PenitentJustice.objectiveList5.title";"Hidden Objective: Destroy hunter lance for mission complete.";"Hidden Objective: Destroy hunter lance for mission complete.";;;
"CaptureEscort_PenitentJustice.objectiveList6.description";"The objective to escape with all the player units.";"The objective to escape with all the player units.";;;
"CaptureEscort_PenitentJustice.objectiveList6.title";"Get to the Evac Zone";"Get to the Evac Zone";;;
"CaptureEscort_PenitentJustice.objectiveList7.description";"USELESS OBJECTIVE";"USELESS OBJECTIVE";;;
"CaptureEscort_PenitentJustice.objectiveList7.title";"Protect Convoy while Dropship Arrives";"Protect Convoy while Dropship Arrives";;;
"CaptureEscort_PenitentJustice.objectiveList8.description";"USELESS OBJECTIVE";"USELESS OBJECTIVE";;;
"CaptureEscort_PenitentJustice.objectiveList8.title";"Protect Convoy as they Embark on the Dropship";"Protect Convoy as they Embark on the Dropship";;;
"CaptureEscort_PenitentJustice.shortDescription";"A long-time enemy of {TEAM_EMP.FactionDef.Name} has unexpectedly turned herself into local authorities, and will now be extradited to another system for trial. However, {TEAM_TAR.FactionDef.Name} does not want to see her testify, and will try to stop her from leaving the planet. We've secured a convoy of armored vehicles to transport the criminal, but we need the extra fire-power of your 'Mechs to guarantee a safe path to the evacuation zone.";"A long-time enemy of {TEAM_EMP.FactionDef.Name} has unexpectedly turned herself into local authorities, and will now be extradited to another system for trial. However, {TEAM_TAR.FactionDef.Name} does not want to see her testify, and will try to stop her from leaving the planet. We've secured a convoy of armored vehicles to transport the criminal, but we need the extra fire-power of your 'Mechs to guarantee a safe path to the evacuation zone.";;;
"CaptureEscort_Pirate_UnexpectedGuests.contractName";"Unexpected Guests";"Unexpected Guests";;;
"CaptureEscort_Pirate_UnexpectedGuests.dialogueList0.dialogueContent0.words";"The convoy has stopped at a nearby facility, Commander.";"The convoy has stopped at a nearby facility, Commander.";;;
"CaptureEscort_Pirate_UnexpectedGuests.dialogueList0.dialogueContent1.words";"Let's move up and get them underway to their extract point.";"Let's move up and get them underway to their extract point.";;;
"CaptureEscort_Pirate_UnexpectedGuests.dialogueList1.dialogueContent0.words";"Whoever they were, they're in the hands of our friends, now.";"Whoever they were, they're in the hands of our friends, now.";;;
"CaptureEscort_Pirate_UnexpectedGuests.dialogueList2.dialogueContent0.words";"Dammit. We're going to have to report this one as a loss, Commander.";"Dammit. We're going to have to report this one as a loss, Commander.";;;
"CaptureEscort_Pirate_UnexpectedGuests.dialogueList3.dialogueContent0.words";"Commander. The enemy has deployed reinforcements and they are inbound. Expect increased resistance.";"Commander. The enemy has deployed reinforcements and they are inbound. Expect increased resistance.";;;
"CaptureEscort_Pirate_UnexpectedGuests.dialogueList4.dialogueContent0.words";"More contacts, Commander. These folks are shooting to kill. Who the hell is on these transports, anyway?";"More contacts, Commander. These folks are shooting to kill. Who the hell is on these transports, anyway?";;;
"CaptureEscort_Pirate_UnexpectedGuests.dialogueList5.dialogueContent0.words";"You've reached the extraction point for the objective vehicles. Hold there are keep them safe until we can get them out.";"You've reached the extraction point for the objective vehicles. Hold there are keep them safe until we can get them out.";;;
"CaptureEscort_Pirate_UnexpectedGuests.dialogueList6.dialogueContent0.words";"Just got word from the driver of the lead vehicle. They're ready to move out.";"Just got word from the driver of the lead vehicle. They're ready to move out.";;;
"CaptureEscort_Pirate_UnexpectedGuests.dialogueList7.dialogueContent0.words";"And they are away! The convoy is safely out of the AO. Good work, Commander. Now get your remaining forces to the second evac zone for extraction there. ";"And they are away! The convoy is safely out of the AO. Good work, Commander. Now get your remaining forces to the second evac zone for extraction there. ";;;
"CaptureEscort_Pirate_UnexpectedGuests.longDescription";"There's got to be more to this story than just a simple kidnapping, Commander.";"There's got to be more to this story than just a simple kidnapping, Commander.";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList0.description";"The objective to destroy the force of enemies which will try and stop the player from reaching the rally point.";"The objective to destroy the force of enemies which will try and stop the player from reaching the rally point.";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList0.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Blocking Force";"Destroy {TEAM_TAR.FactionDef.Demonym} Blocking Force";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList1.description";"Secure the Convoy Rally Point";"Secure the Convoy Rally Point";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList1.title";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList2.description";"The objective to destroy enemy units which will attempt to block the convoy from reaching its destination.";"The objective to destroy enemy units which will attempt to block the convoy from reaching its destination.";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList2.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList3.description";"Escort Friendly units to their Destination";"Escort Friendly units to their Destination";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList3.title";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList4.description";"Protect the all units in Convoy during Extraction, suffering no losses.";"Protect the all units in Convoy during Extraction, suffering no losses.";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList4.title";"Ensure All Convoy Units Survive";"Ensure All Convoy Units Survive";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList5.description";"Hidden Objective: Destroy hunter lance for mission complete.";"Hidden Objective: Destroy hunter lance for mission complete.";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList5.title";"Hidden Objective: Destroy hunter lance for mission complete.";"Hidden Objective: Destroy hunter lance for mission complete.";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList6.description";"The objective to escape with all the player units.";"The objective to escape with all the player units.";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList6.title";"Get to the Evac Zone";"Get to the Evac Zone";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList7.description";"USELESS OBJECTIVE";"USELESS OBJECTIVE";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList7.title";"Protect Convoy while Dropship Arrives";"Protect Convoy while Dropship Arrives";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList8.description";"USELESS OBJECTIVE";"USELESS OBJECTIVE";;;
"CaptureEscort_Pirate_UnexpectedGuests.objectiveList8.title";"Protect Convoy as they Embark on the Dropship";"Protect Convoy as they Embark on the Dropship";;;
"CaptureEscort_Pirate_UnexpectedGuests.shortDescription";"I can't imagine why our {TEAM_TAR.FactionDef.Demonym} friends didn't let us know they'd invited a bunch of wealthy merchants to visit. We'd have prepared a welcoming party for them at the spaceport. Instead, it looks like we're going to have to meet up with them out in the field. Luckily, we know where they are; the drivers of their little convoy were pretty happy with the payoff we gave them. We want you to go down there and escort our new friends to safety.";"I can't imagine why our {TEAM_TAR.FactionDef.Demonym} friends didn't let us know they'd invited a bunch of wealthy merchants to visit. We'd have prepared a welcoming party for them at the spaceport. Instead, it looks like we're going to have to meet up with them out in the field. Luckily, we know where they are; the drivers of their little convoy were pretty happy with the payoff we gave them. We want you to go down there and escort our new friends to safety.";;;
"CaptureEscort_ProofOfGuilt.contractName";"Witness Protection";"Witness Protection";;;
"CaptureEscort_ProofOfGuilt.dialogueList0.dialogueContent0.words";"We have friendly units in danger, Commander.";"We have friendly units in danger, Commander.";;;
"CaptureEscort_ProofOfGuilt.dialogueList0.dialogueContent1.words";"Move to intercept them and provide support.";"Move to intercept them and provide support.";;;
"CaptureEscort_ProofOfGuilt.dialogueList0.dialogueContent2.words";"Get them to safety, keep them intact, and get out there when it's done.";"Get them to safety, keep them intact, and get out there when it's done.";;;
"CaptureEscort_ProofOfGuilt.dialogueList1.dialogueContent0.words";"Excellent work, Commander. The convoy safely reached extraction, and I have Sumire moments away from your position for a pick up. Be ready.";"Excellent work, Commander. The convoy safely reached extraction, and I have Sumire moments away from your position for a pick up. Be ready.";;;
"CaptureEscort_ProofOfGuilt.dialogueList2.dialogueContent0.words";"Pack it in, Commander. Nothing left to do here.";"Pack it in, Commander. Nothing left to do here.";;;
"CaptureEscort_ProofOfGuilt.dialogueList3.dialogueContent0.words";"Commander. The enemy has deployed reinforcements and they are inbound. Expect increased resistance.";"Commander. The enemy has deployed reinforcements and they are inbound. Expect increased resistance.";;;
"CaptureEscort_ProofOfGuilt.dialogueList4.dialogueContent0.words";"More contacts on the sensors, Commander. Looks like they're sending in units to hunt and destroy our employer's people.";"More contacts on the sensors, Commander. Looks like they're sending in units to hunt and destroy our employer's people.";;;
"CaptureEscort_ProofOfGuilt.dialogueList5.dialogueContent0.words";"You've reached the extraction point for the objective vehicles. Hold there are keep them safe until we can get them out.";"You've reached the extraction point for the objective vehicles. Hold there are keep them safe until we can get them out.";;;
"CaptureEscort_ProofOfGuilt.dialogueList6.dialogueContent0.words";"I'm receiving word from the convoy. You've secured the area around their position, and they are making their way towards the extraction point now. Keep them alive!";"I'm receiving word from the convoy. You've secured the area around their position, and they are making their way towards the extraction point now. Keep them alive!";;;
"CaptureEscort_ProofOfGuilt.dialogueList6.dialogueContent1.words";"Keep in mind that the convoy will try to stay near you for protection. Continue advancing to get them to the extract point!";"Keep in mind that the convoy will try to stay near you for protection. Continue advancing to get them to the extract point!";;;
"CaptureEscort_ProofOfGuilt.dialogueList7.dialogueContent0.words";"And they are away! The convoy is safely out of the AO. Good work, Commander. Now get your remaining forces to the second evac zone for extraction there. ";"And they are away! The convoy is safely out of the AO. Good work, Commander. Now get your remaining forces to the second evac zone for extraction there. ";;;
"CaptureEscort_ProofOfGuilt.longDescription";"Commander, if the convoy has been attacked once, we can just about guarantee that it's going to be attacked again. Somehow, I doubt {TEAM_TAR.FactionDef.ShortName} will give up so easily.";"Commander, if the convoy has been attacked once, we can just about guarantee that it's going to be attacked again. Somehow, I doubt {TEAM_TAR.FactionDef.ShortName} will give up so easily.";;;
"CaptureEscort_ProofOfGuilt.objectiveList0.description";"The objective to destroy the force of enemies which will try and stop the player from reaching the rally point.";"The objective to destroy the force of enemies which will try and stop the player from reaching the rally point.";;;
"CaptureEscort_ProofOfGuilt.objectiveList0.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Blocking Force";"Destroy {TEAM_TAR.FactionDef.Demonym} Blocking Force";;;
"CaptureEscort_ProofOfGuilt.objectiveList1.description";"Secure the Convoy Rally Point";"Secure the Convoy Rally Point";;;
"CaptureEscort_ProofOfGuilt.objectiveList1.title";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";;;
"CaptureEscort_ProofOfGuilt.objectiveList2.description";"The objective to destroy enemy units which will attempt to block the convoy from reaching its destination.";"The objective to destroy enemy units which will attempt to block the convoy from reaching its destination.";;;
"CaptureEscort_ProofOfGuilt.objectiveList2.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";;;
"CaptureEscort_ProofOfGuilt.objectiveList3.description";"Escort Friendly units to their Destination";"Escort Friendly units to their Destination";;;
"CaptureEscort_ProofOfGuilt.objectiveList3.title";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";;;
"CaptureEscort_ProofOfGuilt.objectiveList4.description";"Protect the all units in Convoy during Extraction, suffering no losses.";"Protect the all units in Convoy during Extraction, suffering no losses.";;;
"CaptureEscort_ProofOfGuilt.objectiveList4.title";"Ensure All Convoy Units Survive";"Ensure All Convoy Units Survive";;;
"CaptureEscort_ProofOfGuilt.objectiveList5.description";"Hidden Objective: Destroy hunter lance for mission complete.";"Hidden Objective: Destroy hunter lance for mission complete.";;;
"CaptureEscort_ProofOfGuilt.objectiveList5.title";"Hidden Objective: Destroy hunter lance for mission complete.";"Hidden Objective: Destroy hunter lance for mission complete.";;;
"CaptureEscort_ProofOfGuilt.objectiveList6.description";"The objective to escape with all the player units.";"The objective to escape with all the player units.";;;
"CaptureEscort_ProofOfGuilt.objectiveList6.title";"Get to the Evac Zone";"Get to the Evac Zone";;;
"CaptureEscort_ProofOfGuilt.objectiveList7.description";"USELESS OBJECTIVE";"USELESS OBJECTIVE";;;
"CaptureEscort_ProofOfGuilt.objectiveList7.title";"Protect Convoy while Dropship Arrives";"Protect Convoy while Dropship Arrives";;;
"CaptureEscort_ProofOfGuilt.objectiveList8.description";"USELESS OBJECTIVE";"USELESS OBJECTIVE";;;
"CaptureEscort_ProofOfGuilt.objectiveList8.title";"Protect Convoy as they Embark on the Dropship";"Protect Convoy as they Embark on the Dropship";;;
"CaptureEscort_ProofOfGuilt.shortDescription";"An ally of {TEAM_TAR.FactionDef.Name} here in {TGT_SYSTEM.name} stands accused of a long list of illegal, unethical and deplorable activities. Proof of her guilt was being transported to a spaceport, for safe-keeping off-planet, when it was attacked by unidentified mercenary forces. The convoy narrowly escaped and we need you to protect it while we arrange for a dropship pickup.";"An ally of {TEAM_TAR.FactionDef.Name} here in {TGT_SYSTEM.name} stands accused of a long list of illegal, unethical and deplorable activities. Proof of her guilt was being transported to a spaceport, for safe-keeping off-planet, when it was attacked by unidentified mercenary forces. The convoy narrowly escaped and we need you to protect it while we arrange for a dropship pickup.";;;
"CaptureEscort_ProtectTheMechs_NEW.contractName";"Protect The Mechs";"Protect The Mechs";;;
"CaptureEscort_ProtectTheMechs_NEW.dialogueList0.dialogueContent0.words";"We have friendly units about to come under fire.";"We have friendly units about to come under fire.";;;
"CaptureEscort_ProtectTheMechs_NEW.dialogueList0.dialogueContent1.words";"Move to their position and provide support.";"Move to their position and provide support.";;;
"CaptureEscort_ProtectTheMechs_NEW.dialogueList0.dialogueContent2.words";"Get them to safety, keep them intact, and get out there when it's done.";"Get them to safety, keep them intact, and get out there when it's done.";;;
"CaptureEscort_ProtectTheMechs_NEW.dialogueList1.dialogueContent0.words";"Excellent work, Commander. The convoy has been extracted, and Sumire is on her way to get you.";"Excellent work, Commander. The convoy has been extracted, and Sumire is on her way to get you.";;;
"CaptureEscort_ProtectTheMechs_NEW.dialogueList2.dialogueContent0.words";"Pack it in, Commander. There's nothing left we can do here.";"Pack it in, Commander. There's nothing left we can do here.";;;
"CaptureEscort_ProtectTheMechs_NEW.dialogueList3.dialogueContent0.words";"Commander. The enemy has deployed reinforcements and they are inbound. Expect increased resistance.";"Commander. The enemy has deployed reinforcements and they are inbound. Expect increased resistance.";;;
"CaptureEscort_ProtectTheMechs_NEW.dialogueList4.dialogueContent0.words";"More contacts on the sensors, Commander! Looks like a {TEAM_TAR.FactionDef.Demonym} assault team - stop them before they can destroy the convoy!";"More contacts on the sensors, Commander! Looks like a {TEAM_TAR.FactionDef.Demonym} assault team - stop them before they can destroy the convoy!";;;
"CaptureEscort_ProtectTheMechs_NEW.dialogueList5.dialogueContent0.words";"You've reached the extraction point for the objective vehicles. Hold there are keep them safe until we can get them out.";"You've reached the extraction point for the objective vehicles. Hold there are keep them safe until we can get them out.";;;
"CaptureEscort_ProtectTheMechs_NEW.dialogueList6.dialogueContent0.words";"Good, it looks you've secured the area around the convoy's position. They are ready to make their way towards the extraction point now. Keep them alive!";"Good, it looks you've secured the area around the convoy's position. They are ready to make their way towards the extraction point now. Keep them alive!";;;
"CaptureEscort_ProtectTheMechs_NEW.dialogueList6.dialogueContent1.words";"Keep in mind that the convoy will try to stay near you for protection. Continue advancing to get them to the extract point!";"Keep in mind that the convoy will try to stay near you for protection. Continue advancing to get them to the extract point!";;;
"CaptureEscort_ProtectTheMechs_NEW.dialogueList7.dialogueContent0.words";"And they are away! The convoy is safely out of the AO. Good work, Commander. Now get your remaining forces to the second evac zone for extraction there. ";"And they are away! The convoy is safely out of the AO. Good work, Commander. Now get your remaining forces to the second evac zone for extraction there. ";;;
"CaptureEscort_ProtectTheMechs_NEW.longDescription";"Commander, while I imagine they will fire at targets of opportunity you shouldn't rely on support from our employer's lance. They'll be making a bee line for their extraction point.";"Commander, while I imagine they will fire at targets of opportunity you shouldn't rely on support from our employer's lance. They'll be making a bee line for their extraction point.";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList0.description";"The objective to destroy the force of enemies which will try and stop the player from reaching the rally point.";"The objective to destroy the force of enemies which will try and stop the player from reaching the rally point.";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList0.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Blocking Force";"Destroy {TEAM_TAR.FactionDef.Demonym} Blocking Force";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList1.description";"Secure the Convoy Rally Point";"Secure the Convoy Rally Point";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList1.title";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList2.description";"The objective to destroy enemy units which will attempt to block the convoy from reaching its destination.";"The objective to destroy enemy units which will attempt to block the convoy from reaching its destination.";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList2.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList3.description";"Escort Friendly units to their Destination";"Escort Friendly units to their Destination";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList3.title";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";"Escort {TEAM_EMP.FactionDef.Demonym} Convoy To Evac Point";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList4.description";"Protect the all units in Convoy during Extraction, suffering no losses.";"Protect the all units in Convoy during Extraction, suffering no losses.";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList4.title";"Ensure All Convoy Units Survive";"Ensure All Convoy Units Survive";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList5.description";"Hidden Objective: Destroy hunter lance for mission complete.";"Hidden Objective: Destroy hunter lance for mission complete.";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList5.title";"Hidden Objective: Destroy hunter lance for mission complete.";"Hidden Objective: Destroy hunter lance for mission complete.";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList6.description";"The objective to escape with all the player units.";"The objective to escape with all the player units.";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList6.title";"Get to the Evac Zone";"Get to the Evac Zone";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList7.description";"USELESS OBJECTIVE";"USELESS OBJECTIVE";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList7.title";"Protect Convoy while Dropship Arrives";"Protect Convoy while Dropship Arrives";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList8.description";"USELESS OBJECTIVE";"USELESS OBJECTIVE";;;
"CaptureEscort_ProtectTheMechs_NEW.objectiveList8.title";"Protect Convoy as they Embark on the Dropship";"Protect Convoy as they Embark on the Dropship";;;
"CaptureEscort_ProtectTheMechs_NEW.shortDescription";"A lance of our heaviest mechs is in poor repair after a long patrol. We have credible intelligence suggesting that {TEAM_TAR.FactionDef.ShortName} will attempt to exploit this vulnerability. We have no other significant units available in the area so we need you to drop and run interference while we extract our mechs to a repair facility.";"A lance of our heaviest mechs is in poor repair after a long patrol. We have credible intelligence suggesting that {TEAM_TAR.FactionDef.ShortName} will attempt to exploit this vulnerability. We have no other significant units available in the area so we need you to drop and run interference while we extract our mechs to a repair facility.";;;
"CaptureEscort_SaveThePrototype.contractName";"Save the Prototype";"Save the Prototype";;;
"CaptureEscort_SaveThePrototype.dialogueList0.dialogueContent0.words";"We have friendly units about to come under fire.";"We have friendly units about to come under fire.";;;
"CaptureEscort_SaveThePrototype.dialogueList0.dialogueContent1.words";"Move to their position and provide support.";"Move to their position and provide support.";;;
"CaptureEscort_SaveThePrototype.dialogueList0.dialogueContent2.words";"Get them to safety, keep them intact, and get out there when it's done.";"Get them to safety, keep them intact, and get out there when it's done.";;;
"CaptureEscort_SaveThePrototype.dialogueList1.dialogueContent0.words";"Excellent work, Commander. The convoy carrying the prototype safely reached extraction. We're on our way in for a pick up.";"Excellent work, Commander. The convoy carrying the prototype safely reached extraction. We're on our way in for a pick up.";;;
"CaptureEscort_SaveThePrototype.dialogueList2.dialogueContent0.words";"Pack it in, Commander. Nothing left to do here.";"Pack it in, Commander. Nothing left to do here.";;;
"CaptureEscort_SaveThePrototype.dialogueList3.dialogueContent0.words";"Commander. The enemy has deployed reinforcements and they are inbound. Expect increased resistance.";"Commander. The enemy has deployed reinforcements and they are inbound. Expect increased resistance.";;;
"CaptureEscort_SaveThePrototype.dialogueList4.dialogueContent0.words";"More contacts on the sensors, Commander. Looks like they're sending in additional units to destroy the convoy.";"More contacts on the sensors, Commander. Looks like they're sending in additional units to destroy the convoy.";;;
"CaptureEscort_SaveThePrototype.dialogueList5.dialogueContent0.words";"You've reached the extraction point for the objective vehicles. Hold there are keep them safe until we can get them out.";"You've reached the extraction point for the objective vehicles. Hold there are keep them safe until we can get them out.";;;
"CaptureEscort_SaveThePrototype.dialogueList6.dialogueContent0.words";"Good, it looks you've secured the area around the convoy's position. They are ready to make their way towards the extraction point now. Keep them alive!";"Good, it looks you've secured the area around the convoy's position. They are ready to make their way towards the extraction point now. Keep them alive!";;;
